"","average_distances"
"1072",177.469395749405
"1073",190.99388650045
"1074",234.909246670175
"1075",260.076985968829
"1076",245.812891732005
"1077",232.096464255753
"1078",229.207071942498
"1079",222.527343203214
"1080",222.397494348758
"1081",211.413897686039
"1082",239.267639191614
"1083",266.664291003397
"1084",264.61237449264
"1085",273.722207937687
"1086",274.529814644085
"1087",257.592084492943
"1088",270.711926647642
"1089",207.490805917199
"1090",203.306108760954
"1091",203.306108760954
"1092",239.559862042435
"1093",247.053371485516
"1094",259.810110675403
"1095",269.486131952328
"1096",276.620464447806
"1097",249.929340069619
"1098",253.512812962729
"1099",243.723092565823
"1100",255.076530148018
"1101",255.076530148018
"1102",247.311371439132
"1103",250.36549842469
"1104",254.70468709042
"1105",254.70468709042
"1106",234.119862709544
"1107",252.426034513551
"1108",243.029638737826
"1109",261.937234959742
"1110",222.042224998729
"1111",201.90057367644
"1112",194.840560928774
"1113",195.881287791065
"1114",152.677071687746
"1115",152.677071687746
"1116",154.585979689668
"1117",169.863054436751
"1118",169.863054436751
"1119",169.181716631186
"1120",165.082932017795
"1121",171.755638422646
"1122",171.755638422646
"1123",142.520907135207
"1124",126.721831728929
"1125",156.237680147723
"1126",184.009979641464
"1127",190.590082398167
"1128",200.470310762641
"1129",174.395191843215
"1130",191.480198967765
"1131",198.307207848102
"1132",182.937717995881
"1133",175.351420221477
"1134",189.912651275304
"1135",209.383453173352
"1136",208.324417114591
"1137",215.304502710139
"1138",223.378791888006
"1139",205.731980953457
"1140",203.988091120187
"1141",213.953707808685
"1142",230.803751318608
"1143",232.690914067767
"1144",208.831994069753
"1145",233.929017525913
"1146",240.134326474176
"1147",235.819720178971
"1148",214.620552946226
"1149",211.719457947631
"1150",217.374364372239
"1151",211.279972829704
"1152",220.768064331638
"1153",208.890749387356
"1154",227.626408925088
"1155",222.473918979413
"1156",230.19438936093
"1157",230.19438936093
"1158",244.590691387295
"1159",242.887075426865
"1160",256.523794127051
"1161",285.075982594094
"1162",285.075982594094
"1163",284.395171100232
"1164",261.045819623312
"1165",290.680883407638
"1166",378.901996185572
"1167",354.682584564998
"1168",353.444646578151
"1169",345.212350200707
"1170",348.825937528857
"1171",324.397532192468
"1172",312.912643039923
"1173",290.196414337289
"1174",284.880448631605
"1175",260.011182809152
"1176",249.576140708941
"1177",253.783648116684
"1178",245.509504916224
"1179",233.561310505743
"1180",184.736443422689
"1181",227.536065235759
"1182",214.300520928213
"1183",214.300520928213
"1184",224.578542498361
"1185",202.319282466838
"1186",173.09961822147
"1187",151.161107327904
"1188",151.161107327904
"1189",183.973355129756
"1190",183.973355129756
"1191",183.973355129756
"1192",205.249483337197
"1193",215.68433751873
"1194",254.116358163294
"1195",258.029908264958
"1196",260.399234054977
"1197",232.628781760906
"1198",236.603344065156
"1199",245.785685887703
"1200",245.170422580133
"1201",204.957118730947
"1202",205.836473773738
"1203",179.871910677471
"1204",187.688982823387
"1205",235.67239393703
"1206",236.000166388871
"1207",233.437657789971
"1208",229.565995122026
"1209",214.747799764339
"1210",219.267469592109
"1211",202.930302469261
"1212",213.557927104717
"1213",244.754725459218
"1214",217.069894998331
"1215",224.983266315627
"1216",259.66133112718
"1217",268.964141037536
"1218",260.651770712119
"1219",260.651770712119
"1220",268.12055345421
"1221",281.158720569288
"1222",280.929064634001
"1223",279.785193437397
"1224",304.578396566535
"1225",296.837739426562
"1226",296.837739426562
"1227",296.837739426562
"1228",302.660535545098
"1229",278.17645060846
"1230",283.444643050833
"1231",267.833875480326
"1232",286.659330083646
"1233",299.311786891689
"1234",281.840194496703
"1235",275.246182657315
"1236",298.481669520305
"1237",298.481669520305
"1238",291.360751733514
"1239",291.360751733514
"1240",289.531654950371
"1241",304.145387210673
"1242",321.131305676898
"1243",285.458097434149
"1244",285.458097434149
